	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	sourceLang	targetLang	sourceString	targetString	stringID	url	license	translator_ID	translated	trans_seg	target_seg
1548	1548	1548	1548	en	zh	 Workers may be absent from work due to becoming sick, needing to care for others, or from fear of possible exposure. 	 工作人员可能会因生病、需要照顾他人或害怕暴露而缺勤。	Wikipedia_handpicked_7:2003	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	工人可能因生病、需要照顾他人或担心可能的接触而缺勤。	工人 可能 因 生病 、 需要 照顾 他人 或 担心 可能 的 接触 而 缺勤 。	  工作人员 可能 会因 生病 、 需要 照顾 他人 或 害怕 暴露 而 缺勤 。
1549	1549	1549	1549	en	zh	 Patterns of commerce may change, both in terms of what goods are demanded, and the means of acquiring these goods (such as shopping at off-peak hours or through delivery or drive-through services). 	 商业模式也可能会有所变化，包括商品需求发生变化，或获得这些商品的途径发生变化（如在非高峰时段购物，或使用配送或免下车送货服务）。	Wikipedia_handpicked_7:2004	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	商业模式可能会发生变化，无论是在需求什么商品方面，还是在获取这些商品的手段（例如在非高峰时段购物或通过送货或免下车服务）。	商业模式 可能 会 发生变化 ， 无论是 在 需求 什么 商品 方面 ， 还是 在 获取 这些 商品 的 手段 （ 例如 在 非 高峰 时段 购物 或 通过 送货 或免 下车 服务 ） 。	  商业模式 也 可能 会 有所 变化 ， 包括 商品 需求 发生变化 ， 或 获得 这些 商品 的 途径 发生变化 （ 如 在 非 高峰 时段 购物 ， 或 使用 配送 或免 下车 送货 服务 ） 。
1550	1550	1550	1550	en	zh	 Lastly, shipments of items from geographic areas severely affected by COVID-19 may be interrupted.An infectious disease preparedness and response plan can be used to guide protective actions. 	 最后，来自 COVID-19 疫情严重地区的产品物流可能会中断。传染病预防与应对计划可用于指导保护行动。	Wikipedia_handpicked_7:2005	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	最后，来自受COVID-19严重影响的地理区域的物品运输可能会中断。传染病防范和应对计划可用于指导保护行动。	最后 ， 来自 受 COVID - 19 严重 影响 的 地理 区域 的 物品 运输 可能 会 中断 。 传染病 防范 和 应对 计划 可 用于 指导 保护 行动 。	  最后 ， 来自   COVID - 19   疫情 严重 地区 的 产品 物流 可能 会 中断 。 传染病 预防 与 应对 计划 可 用于 指导 保护 行动 。
1551	1551	1551	1551	en	zh	 Plans address the levels of risk associated with various worksites and job tasks, including sources of exposure, risk factors arising from home and community settings, and risk factors of individual workers such as old age or chronic medical conditions. 	 这些计划解决了与各种工作场所和工作任务相关的风险水平，包括暴露源、来自家庭和社区环境的风险因素以及个体工作者的风险因素，如老年人或患有慢性疾病的群体。	Wikipedia_handpicked_7:2006	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	计划涉及与各种工作场所和工作任务相关的风险水平，包括接触源、家庭和社区环境中产生的风险因素以及个体工人的风险因素，如老年或慢性病。	计划 涉及 与 各种 工作 场所 和 工作 任务 相关 的 风险 水平 ， 包括 接触 源 、 家庭 和 社区 环境 中 产生 的 风险 因素 以及 个体 工人 的 风险 因素 ， 如 老年 或 慢性病 。	  这些 计划 解决 了 与 各种 工作 场所 和 工作 任务 相关 的 风险 水平 ， 包括 暴露 源 、 来自 家庭 和 社区 环境 的 风险 因素 以及 个体 工作者 的 风险 因素 ， 如 老年人 或 患有 慢性 疾病 的 群体 。
1552	1552	1552	1552	en	zh	 They also outline controls necessary to address those risks, and contingency plans for situations that may arise as a result of outbreaks. 	 这些计划还概述了应对这些风险所需的防控措施，以及针对可能因疫情爆发而出现的情况的应急计划。	Wikipedia_handpicked_7:2007	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	它们还概述了应对这些风险所需的控制措施，以及针对疫情可能出现的情况的应急计划。	它们 还 概述 了 应对 这些 风险 所 需 的 控制措施 ， 以及 针对 疫情 可能 出现 的 情况 的 应急 计划 。	  这些 计划 还 概述 了 应对 这些 风险 所 需 的 防控 措施 ， 以及 针对 可能 因 疫情 爆发 而 出现 的 情况 的 应急 计划 。
1553	1553	1553	1553	en	zh	 Infectious disease preparedness and response plans may be subject to national or subnational recommendations. 	 传染病预防与应对计划可能需要服从国家或地方的建议。	Wikipedia_handpicked_7:2008	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	传染病防范和应对计划可能受国家或国家以下各级建议的约束。	传染病 防范 和 应对 计划 可能 受 国家 或 国家 以下 各级 建议 的 约束 。	  传染病 预防 与 应对 计划 可能 需要 服从 国家 或 地方 的 建议 。
1554	1554	1554	1554	en	zh	 Objectives for response to an outbreak include reducing transmission among staff, protecting people who are at higher risk for adverse health complications, maintaining business operations, and minimizing adverse effects on other entities in their supply chains. 	 应对疫情爆发的目标包括减少员工间传播，保护不良健康并发症风险较高的人群，维持业务运营，以及最大限度减少对供应链中其他实体的不利影响。	Wikipedia_handpicked_7:2009	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	应对疫情的目标包括减少员工之间的传播，保护面临不良健康并发症高风险人群，维持业务运营，并尽量减少对供应链中其他实体的不利影响。	应对 疫情 的 目标 包括 减少 员工 之间 的 传播 ， 保护 面临 不良 健康 并发症 高风险 人群 ， 维持 业务 运营 ， 并 尽量减少 对 供应链 中 其他 实体 的 不利 影响 。	  应对 疫情 爆发 的 目标 包括 减少 员工 间 传播 ， 保护 不良 健康 并发症 风险 较 高 的 人群 ， 维持 业务 运营 ， 以及 最大 限度 减少 对 供应链 中 其他 实体 的 不利 影响 。
1555	1555	1555	1555	en	zh	 The disease severity in the community where the business is located affects the responses taken. 	 此外，应对措施还会受到企业所在社区疾病严重程度的影响。	Wikipedia_handpicked_7:2010	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	企业所在社区的疾病严重程度会影响所采取的应对措施。	企业 所在 社区 的 疾病 严重 程度 会 影响 所 采取 的 应对 措施 。	  此外 ， 应对 措施 还会 受到 企业 所在 社区 疾病 严重 程度 的 影响 。
1556	1556	1556	1556	en	zh	 The hierarchy of hazard controls is a framework widely used in occupational safety and health to group hazard controls by effectiveness. 	 危险防控等级是职业安全和健康中广泛使用的防控框架，用于按照有效性对危险防控措施进行分组。	Wikipedia_handpicked_7:2011	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	危害控制层次结构是职业安全与健康中广泛使用的框架，用于按有效性对危害控制进行分组。	危害 控制 层次结构 是 职业 安全 与 健康 中 广泛 使用 的 框架 ， 用于 按 有效性 对 危害 控制 进行 分组 。	  危险 防控 等级 是 职业 安全 和 健康 中 广泛 使用 的 防控 框架 ， 用于 按照 有效性 对 危险 防控 措施 进行 分组 。
1557	1557	1557	1557	en	zh	 Where COVID-19 hazards cannot be eliminated, the most effective controls are engineering controls, followed by administrative controls, and lastly personal protective equipment. 	 如果无法彻底消除 COVID-19 的危害，则最有效的控制措施为工程控制，其次为行政控制，最后为个人防护装备。	Wikipedia_handpicked_7:2012	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	在无法消除COVID-19危害的情况下，最有效的控制是工程控制，其次是行政控制，最后是个人防护设备。	在 无法 消除 COVID - 19 危害 的 情况 下 ， 最 有效 的 控制 是 工程 控制 ， 其次 是 行政 控制 ， 最后 是 个人 防护 设备 。	  如果 无法 彻底消除   COVID - 19   的 危害 ， 则 最 有效 的 控制措施 为 工程 控制 ， 其次 为 行政 控制 ， 最后 为 个人 防护 装备 。
1558	1558	1558	1558	en	zh	 Engineering controls involve isolating employees from work-related hazards without relying on worker behavior, and can be the most cost-effective solution to implement. 	 工程控制是指将员工从工作相关危险中隔离出来，而非依靠员工的行为进行控制，这也是实施成本最低的解决方案。	Wikipedia_handpicked_7:2013	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	工程控制涉及在不依赖员工行为的情况下将员工与工作相关的危险隔离开来，并且可能是最具成本效益的解决方案。	工程 控制 涉及 在 不 依赖 员工 行为 的 情况 下 将 员工 与 工作 相关 的 危险 隔离 开来 ， 并且 可能 是 最具 成本 效益 的 解决方案 。	  工程 控制 是 指 将 员工 从 工作 相关 危险 中 隔离 出来 ， 而 非 依靠 员工 的 行为 进行 控制 ， 这 也 是 实施 成本 最低 的 解决方案 。
1559	1559	1559	1559	en	zh	 Administrative controls are changes in work policy or procedures that require action by the worker or employer. 	 行政控制是指变更工作政策或程序，要求工作人员或雇主自行采取行动。	Wikipedia_handpicked_7:2014	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	行政控制是需要工人或雇主采取行动的工作政策或程序的变化。	行政 控制 是 需要 工人 或 雇主 采取行动 的 工作 政策 或 程序 的 变化 。	  行政 控制 是 指 变更 工作 政策 或 程序 ， 要求 工作人员 或 雇主 自行 采取行动 。
1560	1560	1560	1560	en	zh	 Personal protective equipment (PPE) is considered less effective than engineering and administrative controls, but can help prevent some exposures. 	 个人防护装备 (PPE) 的防控效果低于工程控制和行政控制，但有助于预防一些暴露。	Wikipedia_handpicked_7:2015	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	个人防护装备（PPE）被认为不如工程和管理控制有效，但可以帮助防止某些暴露。	个人 防护 装备 （ PPE ） 被 认为 不如 工程 和 管理控制 有效 ， 但 可以 帮助 防止 某些 暴露 。	  个人 防护 装备   ( PPE )   的 防控 效果 低于 工程 控制 和 行政 控制 ， 但 有助于 预防 一些 暴露 。
1561	1561	1561	1561	en	zh	 All types of PPE must be selected based upon the hazard to the worker, properly fitted as applicable (e.g., respirators), consistently and properly worn, regularly inspected, maintained, and replaced, as necessary, and properly removed, cleaned, and stored or disposed of to avoid contamination. 	 所有类型的 PPE 均需按照工作人员所面临的危险等级进行选择，根据适用情况配备（如呼吸器），且必须始终正确佩戴，定期检查和维护，必要时要进行更换，并妥善脱卸、清洁、储存或处理以避免污染。	Wikipedia_handpicked_7:2016	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	必须根据对工人的危害选择所有类型的个人防护装备，在适用的情况下正确安装（例如呼吸器），始终如一地正确佩戴，必要时定期检查、维护和更换，并妥善移除、清洁、储存或处置以避免污染。	必须 根据 对 工人 的 危害 选择 所有 类型 的 个人 防护 装备 ， 在 适用 的 情况 下 正确 安装 （ 例如 呼吸器 ） ， 始终如一 地 正确 佩戴 ， 必要 时 定期检查 、 维护 和 更换 ， 并 妥善 移除 、 清洁 、 储存 或 处置 以 避免 污染 。	  所有 类型 的   PPE   均 需 按照 工作人员 所 面临 的 危险 等级 进行 选择 ， 根据 适用 情况 配备 （ 如 呼吸器 ） ， 且 必须 始终 正确 佩戴 ， 定期检查 和 维护 ， 必要 时要 进行 更换 ， 并 妥善 脱卸 、 清洁 、 储存 或 处理 以 避免 污染 。
1562	1562	1562	1562	en	zh	 According to the U.S. Occupational Safety and Health Administration (OSHA), lower exposure risk jobs have minimal occupational contact with the public and other coworkers. 	 根据美国职业安全与健康管理局 (OSHA) 的规定，低度暴露风险工作与公众和其他同事在职业上的接触最少。	Wikipedia_handpicked_7:2017	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	根据美国职业安全与健康管理局（OSHA）的数据，暴露风险较低的工作与公众和其他同事的职业接触最少。	根据 美国 职业 安全 与 健康 管理局 （ OSHA ） 的 数据 ， 暴露 风险 较 低 的 工作 与 公众 和 其他 同事 的 职业 接触 最少 。	  根据 美国 职业 安全 与 健康 管理局   ( OSHA )   的 规定 ， 低度 暴露 风险 工作 与 公众 和 其他 同事 在 职业 上 的 接触 最少 。
